5000 9999
3861 2285 5565.5087
2285 4492 7531.5808
3861 4190 3725.8887
4492 4140 4916.0399
4492 4732 3078.8040
2285 2749 7639.2137
2749 1159 5825.6868
4190 429 1382.6078
4732 153 8874.0393
153 2795 8502.1834
4732 2643 8744.8775
2643 3589 4575.2620
2643 150 6652.7840
4140 1701 3597.6795
4732 518 8761.6500
4492 3459 9169.9624
150 1768 7162.3098
2749 3463 8779.3803
2795 3071 9995.1212
2795 1540 9296.9682
2749 989 4433.3292
3071 4102 7054.4596
4190 2434 1021.3051
1159 2208 182.7773
4102 1882 31.9953
2749 2836 8360.2756
2208 1424 4603.3135
4140 1632 7282.7737
1424 4620 1216.5333
3459 507 142.2959
3589 101 5311.9721
1882 4959 5807.4050
153 2187 8915.6029
101 2864 3367.9252
2434 4202 5840.0388
4620 212 8172.3084
4959 4930 6802.0321
1632 1810 3955.7354
153 916 8527.8955
1701 1442 8820.5887
2434 390 9860.5200
4930 2364 5177.3606
4140 1546 7342.2295
3071 233 9543.6794
2749 2486 5820.8941
4930 4120 8043.4942
4140 1650 2268.7989
4959 2497 9339.2464
390 3836 3551.5814
507 1094 184.7814
4102 1837 5700.5425
2187 2518 6619.1225
2486 4175 8579.6920
1442 2577 993.7021
3589 2675 6750.3101
150 2590 1481.4713
4492 446 7389.9206
1540 309 8148.9853
2518 4002 8064.0562
212 3027 275.1027
2187 1164 3766.1425
4140 2085 2016.8659
101 729 9097.2862
446 3097 6189.3264
1094 1291 7517.0586
1424 3475 5629.6886
518 1246 5027.8775
3861 2597 1289.8287
4102 3277 836.9334
2675 2426 2030.6737
3027 4793 540.3258
3836 2114 9245.6918
3861 1418 9841.2561
3071 432 254.7030
4002 3719 8589.6933
2208 1370 2838.1681
989 2515 4126.8959
3861 3788 1600.2780
4140 1179 8677.2090
1632 1559 5804.1442
1768 3546 8576.9012
4120 4541 165.6230
3459 1887 915.8677
4793 1922 745.4376
4492 849 5948.0706
1837 4425 6963.9492
309 3449 6871.9709
3788 3279 6162.1461
429 1665 4926.0944
4190 2387 2024.2349
916 1879 3924.9533
2643 635 2352.8309
1665 1860 5645.9176
3459 4575 1696.4779
1768 4848 618.8878
2864 4911 2262.3736
153 4331 1900.5735
4732 4203 501.9811
1810 4350 570.2273
4202 2087 7063.2754
1882 3562 7144.7437
429 2078 7091.1106
3562 1241 7244.8174
1094 743 5276.4934
212 1764 3604.2375
2434 1899 2010.8757
2675 726 1804.1781
4190 3912 8336.2122
1540 3228 8915.7042
1810 2647 7137.9980
635 103 4576.6642
2387 2946 8455.1146
518 2001 7668.7797
2426 404 4530.0569
2387 807 9079.1115
1246 3123 9767.5532
3836 1049 8997.2774
4190 3262 4005.6190
4959 3581 5964.6482
1922 1721 4911.7680
1179 4728 6807.4450
807 1552 1943.6324
3788 2842 6380.3866
3719 1211 7001.6396
4140 332 8730.4354
3581 1161 6713.7185
2085 4258 8503.5596
4258 4813 103.8078
153 2420 8596.7072
3562 819 3291.3195
3463 682 386.8076
635 1923 1648.5976
4911 912 7267.8673
2864 4594 3911.4237
1546 4397 769.9270
3562 1994 4484.2811
1049 862 8536.2078
2842 3256 6660.3602
2001 4003 4116.5806
4728 1369 9722.2777
3277 1930 7831.5085
3861 1083 1569.4042
2001 3531 6416.3111
819 116 8072.2998
1291 1747 4334.8087
2420 4795 182.9088
3788 3026 6964.1102
1546 2698 1917.5854
3463 224 8639.5146
3071 3058 5187.0356
1049 1206 6918.1957
2001 3818 7776.6138
635 30 7663.7581
4003 2195 1793.8628
916 3217 7886.7579
1418 3437 8505.5189
1701 3879 2809.4244
224 3323 6221.5467
3437 4148 5844.2021
4795 3952 609.5230
2114 1429 9545.4160
1552 2318 5570.9046
4202 1167 7027.4903
2426 4661 6515.1683
807 1971 109.2404
3027 1410 2839.0331
1369 869 6069.5633
2749 192 4791.9323
1083 3609 7554.5388
4813 3364 6399.9265
1424 2314 2662.1377
3581 1649 7829.1795
989 535 2213.1560
1879 957 9912.4051
3581 4069 3387.3688
3719 770 7392.8857
2420 2586 1725.4553
192 2065 4974.2680
1094 3431 3517.4477
2085 3964 2895.3100
1882 4522 3974.9803
819 4129 1074.9281
1211 944 4979.6219
116 1012 3506.6505
1810 3125 2910.4969
1879 826 5535.7546
3562 617 256.3983
635 3935 2273.1951
1211 3274 5627.6438
224 1818 8181.5987
617 1086 7450.5610
1810 3226 9543.6605
682 1714 4272.3623
3879 3942 4887.1685
1879 3554 6822.0210
3125 562 205.9424
3364 2271 3197.4030
4129 2164 1899.1466
2577 4993 2772.6247
1559 2554 2398.0590
192 121 5727.9952
446 296 2285.9034
4258 1699 8849.3879
3027 3622 1761.8500
2643 3748 4226.5516
1291 1653 9175.5723
635 2446 4875.1878
1179 4018 3275.1945
3748 3550 3511.4282
3581 4099 4253.9627
3123 2816 9775.7502
3818 4248 6949.8468
4190 348 7756.9213
4620 4338 732.8810
1429 2432 5031.7479
3123 207 755.9271
869 3120 3443.1444
224 1603 5137.6311
4930 41 7233.9385
2432 3786 983.1618
2164 2881 1956.1510
1721 2746 8633.7304
4425 4787 2943.7084
2432 163 9967.8661
4350 4955 5040.2969
4175 3241 6722.9473
4492 3677 9866.1460
3531 34 1252.8183
3256 3282 9926.5589
2078 913 7061.5147
3459 1252 9563.4110
2597 3495 4746.7925
404 4697 589.7203
1161 4335 3030.9103
1860 2165 8540.1642
2795 792 7379.0108
3449 3890 7814.8569
2746 462 6920.8907
2208 3297 8723.2586
2087 2462 9758.0791
3459 4720 8842.7387
3964 1419 7781.3131
913 4090 5215.8379
4492 3787 2921.4147
3818 2477 3200.4293
3262 2826 6419.6983
2432 3063 8619.9389
1369 661 7452.9939
1930 692 7922.4542
163 4440 559.2176
4575 169 6145.8964
1164 230 6696.4694
4148 2739 3881.3031
4258 4935 2326.0200
121 1212 5762.8438
3554 2538 8388.2663
944 61 8674.6234
1291 2713 4168.1412
3463 75 8441.9595
2675 3520 5899.3985
1546 721 6367.6983
2816 1853 153.8871
3463 964 8514.6240
4248 3572 9116.6130
3495 2182 5906.4954
3942 3778 991.8335
2164 627 6801.8646
2586 253 7056.3908
2946 3784 1546.3973
3879 2610 7864.1904
3279 2343 6261.3292
4720 2951 9626.2447
1164 4470 575.9757
2836 4473 2150.0717
4002 2248 475.7937
869 256 2493.4869
1419 510 1796.6599
4930 3021 5034.1612
4018 3574 6515.4092
4102 4082 8556.8590
3431 1981 7749.7934
1418 3111 2402.4918
4541 1074 1017.8680
4099 2904 1533.7030
4620 1728 2177.0302
2164 3233 6472.6560
1161 2931 268.1404
4848 1398 6738.1385
3546 3725 523.4340
1252 1112 2644.0069
4338 3537 7025.6364
4575 162 5544.6980
2165 1695 1706.5325
61 524 4792.8974
3609 4332 3132.2460
1632 4527 7530.2904
3787 2270 8666.3364
1714 4679 2635.4769
1442 1373 8621.6898
3256 1036 2516.2275
3226 1250 5136.3329
3241 963 6445.0118
1887 179 6407.5488
2795 840 8790.6849
1699 2787 282.9032
1418 3102 638.8408
635 759 1826.8304
3719 4220 9816.3235
2597 2869 8737.2415
2931 3826 5431.8683
4697 1481 6056.8099
2515 1147 6966.1198
4120 3848 9645.4811
826 4234 4242.9848
2420 217 8503.3051
4203 730 4237.8639
3437 1525 6053.2267
4492 260 8389.6046
4620 1673 6207.8406
1728 678 3211.0344
1036 1688 3078.5901
217 1965 9178.0575
212 2693 8187.9765
849 3960 3964.4056
3952 1271 441.1470
1688 1257 8010.1746
4258 1843 8349.0124
1721 2767 4293.5196
4720 4303 4991.0121
1649 972 6989.7993
2364 533 7911.3251
3282 3631 6356.3175
3463 4172 5391.5543
617 2108 9683.5928
2904 2184 3312.5517
862 161 9556.6021
217 968 4014.1674
3226 526 3026.3218
153 479 3642.6621
3437 2619 4776.9532
3589 239 7270.0998
4332 4089 9293.2872
4697 3106 6670.0351
1481 417 248.6400
957 851 4133.2292
4332 629 4389.7206
4813 4118 7076.5319
2065 494 6681.4576
1701 1935 9647.1297
678 4370 6578.0379
1074 4454 5399.5654
4620 2884 5699.9593
1257 621 8534.8065
729 1683 691.3722
2108 3760 7641.0381
2314 1503 6845.8860
2816 4805 4861.7030
916 3882 8348.5290
3912 3223 7891.7541
3562 1719 257.1689
3228 8 4491.8698
2184 4308 2961.4713
4955 3765 1924.2344
1810 2893 2028.9861
1632 801 4068.6076
3786 838 4786.6782
1370 3785 6047.9722
1768 857 2275.1959
404 2332 2977.9328
3786 2031 5604.8138
