500 749
89 346 26.4560
89 451 50.2581
346 198 82.2226
346 413 31.4188
89 420 77.3814
89 270 35.3287
413 494 54.0618
494 85 70.2442
89 288 1.5523
270 214 15.2921
214 132 48.8036
85 68 32.3450
346 92 66.7053
494 125 70.6524
451 461 76.7940
85 471 86.2176
420 135 19.5159
68 202 94.4180
214 13 21.1393
198 277 38.2286
461 462 11.9089
461 475 36.5252
198 274 58.7048
475 170 96.7134
202 286 75.6335
170 106 4.8413
125 204 82.9437
85 297 56.7808
274 439 55.2393
204 145 17.7504
89 73 18.8080
451 15 5.5854
198 434 56.5570
420 201 29.8383
471 460 21.3365
462 265 54.8033
462 278 13.2710
265 361 48.4827
145 239 73.6789
239 324 45.0429
297 127 4.8157
288 91 10.0129
346 395 88.8930
13 447 36.6890
461 235 29.5428
270 164 97.7300
434 54 71.6578
420 383 35.6082
164 258 80.0787
135 218 2.8176
132 438 7.1572
214 19 69.9561
218 416 39.0109
346 369 56.8278
288 453 68.1850
204 104 31.1414
286 495 19.6588
270 231 97.1893
288 425 39.3544
270 423 13.6127
383 42 10.8100
438 196 12.5790
471 69 37.5240
89 129 64.5879
92 149 49.9526
104 179 32.2128
69 464 57.8542
495 362 92.0432
231 356 11.5047
198 319 49.9803
135 9 78.4660
69 173 34.2752
214 370 18.8182
196 491 99.7316
85 95 68.4632
297 64 95.0029
202 5 13.8985
42 181 33.3425
464 153 4.9170
5 107 64.7513
494 435 21.7168
288 254 68.8876
153 257 28.0936
106 193 27.8297
439 474 26.0874
420 344 64.7143
416 212 44.2777
132 303 39.7239
107 233 4.8210
356 372 74.5672
92 234 7.9695
125 232 89.4203
173 267 88.7092
193 97 47.0087
265 304 52.1071
5 330 93.2761
319 21 78.8265
145 337 76.7925
361 38 22.6828
132 39 6.2621
270 322 72.6700
127 159 61.3445
460 240 36.9077
132 34 41.1331
288 354 46.1714
395 371 29.9006
438 396 66.2244
106 79 76.0375
181 411 92.5362
104 40 99.7756
471 3 22.1799
462 302 19.1542
265 320 74.0297
270 119 81.0470
277 490 8.4631
125 285 71.7166
344 280 95.0503
280 152 51.5464
423 109 64.9355
125 443 35.3110
425 217 86.9464
344 314 16.0655
214 283 3.1732
277 103 4.4522
344 46 90.0989
286 26 87.8786
179 246 61.1373
254 163 66.4351
232 459 4.8534
135 33 95.4572
204 450 92.7940
3 136 99.7145
152 10 51.7285
40 171 64.1740
267 317 78.5922
435 366 90.4620
303 32 37.7090
322 249 56.5369
317 360 95.6858
170 376 16.1013
181 291 12.9503
451 66 35.1401
361 182 78.8158
411 156 61.2814
491 146 94.5581
233 161 76.1254
283 114 80.0951
164 4 18.2426
395 124 19.1204
413 489 57.8056
439 8 43.0857
214 296 69.7417
411 221 63.8954
416 110 67.6880
170 172 72.4587
161 351 59.0866
15 348 48.4285
10 378 51.2028
54 27 31.0818
34 394 97.7957
33 290 81.2768
182 138 60.5190
369 165 42.6712
132 305 7.3857
214 174 22.5670
217 316 3.8459
5 131 1.0599
459 55 23.4822
193 259 46.5992
447 133 60.4548
278 230 79.6868
267 16 98.3301
232 470 83.1371
277 345 10.1013
33 88 4.7868
181 353 95.9546
360 493 76.4317
27 117 33.5606
344 350 68.3839
10 415 60.3174
107 272 78.5083
89 29 37.8007
54 188 91.8853
474 57 1.6818
107 22 3.2125
135 312 92.1317
106 382 54.6752
124 339 45.0017
322 247 50.4617
146 31 97.4145
129 192 21.7027
396 128 67.9496
351 130 46.8766
240 389 62.5527
267 52 42.4852
15 310 4.2651
394 141 16.3182
85 59 97.6767
348 209 18.9627
491 404 18.8613
239 90 28.7644
249 355 84.7259
310 210 27.1394
4 430 64.1209
411 140 9.8973
156 227 41.1585
310 25 79.8550
354 349 84.6063
280 433 51.7579
209 205 41.0726
474 347 16.9115
258 262 43.8588
354 299 52.2699
129 78 56.0484
42 417 22.8772
26 266 28.5389
376 168 84.8121
353 61 61.8567
235 137 2.4817
262 482 62.4364
430 390 12.4635
447 481 34.2045
124 186 99.8015
138 248 25.9520
209 261 19.4854
310 340 51.8286
127 118 80.2973
174 328 6.5535
395 436 72.4167
254 294 39.9432
171 200 55.5912
95 289 96.9774
262 7 95.7706
430 139 8.1255
353 28 4.9746
136 268 78.1016
294 115 70.8195
156 142 1.7817
170 65 11.1366
182 445 57.9783
470 271 30.3260
218 12 7.5853
461 306 54.8540
475 150 86.8367
285 53 20.1057
39 160 40.1152
370 269 65.6766
350 207 76.6443
179 102 43.1270
152 402 50.4137
272 456 98.6920
171 187 76.6634
69 14 93.4789
389 121 41.4538
34 70 69.2339
417 275 44.7430
337 191 60.7810
61 122 72.3514
395 23 12.9194
474 2 56.5806
451 391 22.5961
198 98 5.2291
54 134 32.9294
344 37 84.9625
278 62 38.7559
150 455 42.0122
413 178 38.2093
280 60 4.5847
294 180 83.5113
348 466 29.7950
439 329 37.0565
470 213 97.2763
269 393 5.2679
470 225 49.0005
133 473 78.0397
181 215 40.0703
121 486 66.3317
285 374 44.3353
178 308 2.9749
456 497 10.5893
473 380 14.0971
383 331 22.0808
420 492 73.6513
88 399 79.3161
232 292 21.7634
163 183 78.8166
15 24 62.9431
132 148 90.5765
464 111 41.5007
68 441 8.5589
354 47 33.5084
117 194 40.9831
212 84 43.6448
319 398 38.4374
286 50 91.0622
32 77 61.4767
330 243 69.3055
207 228 49.2294
314 236 5.6429
85 72 34.1654
27 379 66.1289
135 338 39.1897
97 93 6.0022
439 281 18.5732
140 357 6.4728
25 487 24.0506
218 406 75.3428
207 157 59.6286
214 326 74.9345
396 67 2.7587
266 311 3.0538
57 244 99.4984
191 264 98.1782
288 282 10.5023
244 45 36.7597
136 169 42.7689
447 222 59.7132
47 403 92.9533
339 63 19.1698
231 321 50.9995
244 352 64.8620
47 363 2.2818
265 263 56.0663
187 458 92.8656
277 405 42.7311
37 123 22.6835
435 253 39.5742
168 101 87.0918
302 335 16.4092
231 332 37.5794
55 313 4.5794
88 468 97.6111
209 452 56.5367
356 295 36.7432
497 309 19.7002
297 241 17.7483
69 301 9.4539
430 56 16.4188
271 387 31.4163
239 465 42.8659
278 381 15.8184
263 189 87.1510
26 99 46.9804
46 477 79.7432
494 143 61.0613
146 333 41.5748
361 397 83.4408
178 386 2.2853
348 158 51.3379
132 392 32.4304
136 108 70.9546
362 388 82.5319
295 358 99.9607
25 116 84.7807
234 175 4.5005
138 216 12.8852
313 469 36.0917
40 237 3.6883
317 409 14.0647
13 424 55.6693
119 418 44.8677
169 318 60.1894
200 479 55.8482
21 454 74.5353
274 206 54.1559
217 35 31.4627
138 147 46.4646
133 155 54.0891
312 120 80.9498
329 251 28.9260
244 498 23.6318
7 463 30.1522
469 255 21.7492
274 83 15.9530
435 1 97.2002
262 375 42.1290
270 17 23.0426
328 426 20.4055
489 176 82.0694
299 113 88.1462
60 96 82.3718
263 377 53.5385
31 43 36.8667
344 276 52.2973
146 428 64.2069
115 86 61.2685
382 401 27.5167
145 476 77.3198
155 71 26.8424
443 199 25.2947
292 373 64.4278
401 18 37.0414
101 400 7.4328
56 229 62.0969
47 82 17.2738
386 467 89.8793
214 238 63.6315
413 100 84.3734
82 30 74.9517
153 195 52.7829
122 484 64.2364
225 20 75.8069
165 190 60.7342
254 499 32.8617
107 432 93.0070
127 410 67.6402
217 336 84.9725
149 429 13.1664
476 112 60.5456
155 44 30.1244
278 483 28.4350
164 300 71.0156
32 368 94.2287
249 341 54.8698
423 421 79.6822
272 307 57.0029
101 177 39.9717
458 74 55.6666
117 279 43.4510
56 442 49.0378
57 472 52.2681
316 185 4.7586
62 444 67.6005
157 80 62.9534
432 293 68.7334
272 342 34.3402
12 440 36.7825
253 75 40.7498
390 488 61.8968
497 11 73.1295
110 334 73.2771
134 359 6.8790
281 144 43.3759
183 220 70.4286
368 419 36.5028
233 431 15.0292
91 224 88.0255
269 58 64.3176
435 315 71.9394
286 105 58.2849
475 197 53.3447
145 273 59.4082
283 162 77.5680
155 223 67.7479
477 260 45.7175
1 219 25.7128
21 496 35.1593
440 48 62.3654
289 325 67.2447
21 364 53.2504
32 167 16.9950
35 427 51.6782
361 446 35.5339
227 76 55.8449
461 250 53.8048
12 94 3.9983
219 414 94.0369
277 385 28.8603
474 327 48.9524
233 184 59.3688
396 408 1.0260
110 41 22.1847
436 298 78.1891
307 412 16.6293
405 323 2.4525
147 365 2.5697
291 252 34.5528
348 422 40.0482
465 480 38.6409
145 6 64.6538
155 343 41.2339
355 478 40.8376
162 284 4.3115
489 81 58.4443
370 203 93.9059
281 126 88.4811
444 36 38.6569
394 208 68.2812
224 226 20.6342
195 448 96.5175
131 407 27.2711
223 457 76.2457
60 49 45.1956
215 211 54.6343
27 151 61.5370
228 51 17.6225
181 154 2.0093
249 287 79.3860
434 256 94.5374
77 449 74.9961
231 367 47.4136
213 242 92.9412
106 245 66.4912
483 166 23.8747
9 384 12.9371
319 485 98.9883
420 87 99.4420
23 437 81.0195
486 0 71.1605
138 104 1.8425
229 81 56.4040
452 23 29.3489
226 113 74.4489
270 111 96.2359
276 371 77.7579
65 182 24.7947
295 138 42.0843
160 6 41.9139
241 56 24.0399
132 275 77.6411
44 462 23.7893
490 329 75.8783
12 344 30.2431
24 155 96.9352
492 291 78.9682
43 193 37.3267
375 19 34.2237
143 262 10.9155
111 378 18.2970
38 482 82.5335
136 407 79.8517
34 296 70.9663
258 198 1.0505
27 340 50.0567
393 320 18.8457
487 194 45.9082
485 178 52.4666
443 104 29.9780
202 472 85.4019
172 62 47.4973
82 263 27.9296
257 154 71.3164
140 147 72.9662
439 382 29.5578
108 285 68.7756
371 414 20.1708
262 148 24.6156
447 364 15.8762
149 254 73.2885
367 482 76.7016
138 194 41.4919
149 256 71.7763
450 436 48.2804
89 18 83.5316
298 459 37.5058
247 39 15.1410
381 345 40.9251
143 307 93.1876
468 67 47.8487
156 343 26.0496
243 120 55.1578
373 151 84.1526
71 103 13.3040
30 462 20.8813
240 233 94.5106
442 225 57.7985
155 485 29.0139
65 103 98.1850
343 439 35.8534
370 367 14.8681
454 327 5.3619
472 221 24.7592
225 89 68.9627
195 471 80.4508
467 163 5.3321
356 408 97.5427
71 487 13.0332
104 161 10.7277
198 354 66.5863
394 414 44.4780
89 152 29.5682
314 319 16.3164
7 164 94.1421
271 48 77.0699
77 341 87.2693
13 408 98.7443
175 278 5.7569
127 455 38.6999
444 303 12.7438
480 404 13.3244
16 498 34.2599
453 404 80.5139
448 201 11.6120
428 314 20.0527
84 309 67.1471
21 348 77.4922
24 290 51.3216
356 388 45.4667
348 303 85.5409
22 125 21.8383
43 20 4.3942
373 204 53.8859
153 196 31.6574
393 196 59.6725
240 435 25.0477
348 19 82.6956
471 179 13.6331
401 120 78.5302
461 75 16.1696
279 151 53.3575
273 352 61.2314
18 142 53.3356
399 420 15.6420
495 151 59.7808
50 357 21.1282
242 464 42.5502
483 226 65.4196
249 404 93.3892
385 98 56.6428
32 444 24.1171
306 314 11.2549
371 177 38.5488
367 317 10.7567
115 318 8.4302
363 361 6.3684
153 143 62.9673
40 470 68.9883
183 462 13.2207
364 383 86.9600
28 430 80.9584
29 203 72.1583
364 467 28.6819
155 82 91.6004
148 372 5.4700
25 494 68.7602
181 177 89.2417
337 117 79.1551
296 267 35.6576
101 327 78.6395
222 265 34.7073
166 34 93.4193
283 72 92.1904
153 416 9.6455
437 85 50.2565
309 164 80.1337
153 493 64.6080
134 320 74.6979
42 303 63.3334
160 409 99.6366
175 324 66.1680
362 25 71.2593
416 286 60.1376
276 184 88.5547
473 173 27.2829
436 475 39.8129
