1000 1499
8 747 89.0877
8 341 47.7179
747 67 40.1216
341 757 57.2484
747 211 62.9970
747 372 36.7099
747 902 98.1297
211 280 13.9374
372 227 94.6729
372 85 89.0057
8 673 68.3958
372 909 74.7715
211 756 13.8978
8 880 34.6523
67 538 24.1306
880 42 80.7429
757 332 44.7196
211 225 17.4829
880 766 57.2371
225 934 85.3251
42 667 13.8399
67 180 17.1788
667 250 97.6261
372 918 94.0393
211 893 29.0739
225 106 20.6340
372 761 20.8991
934 387 94.9602
42 985 6.2005
538 148 23.7835
757 396 11.4776
227 99 69.4707
766 463 97.3743
211 282 25.7295
909 185 16.6020
42 302 12.4263
673 745 21.5093
280 928 62.9160
985 798 49.0709
387 32 32.2849
934 523 95.2166
225 762 81.9691
341 300 76.2977
8 789 77.0796
42 72 39.1433
211 926 47.5050
926 91 78.1438
757 634 57.5206
225 443 67.2028
766 380 23.2405
538 712 31.0773
91 57 20.1821
762 663 26.0470
211 36 19.4211
926 305 79.9230
634 89 94.5884
32 441 57.6010
766 191 42.4361
985 151 65.6973
148 935 26.9738
372 362 35.9908
538 462 76.9975
396 776 41.7331
57 344 70.6183
106 359 29.4874
250 434 87.1002
935 763 90.7398
225 410 52.2973
747 54 46.5069
410 814 8.4911
185 739 20.7528
148 119 23.3006
798 412 82.9628
745 835 36.0731
926 988 46.6042
745 793 43.6061
463 808 66.4755
148 855 97.8684
776 821 46.2417
673 439 31.9723
227 639 88.2327
757 369 93.5926
211 939 52.2878
36 328 68.9444
939 540 60.1844
119 336 12.1752
756 78 18.7912
673 163 39.3276
538 355 69.5096
72 755 11.7632
191 109 58.0937
355 783 68.4652
109 674 77.6488
441 954 78.5323
463 905 60.8207
151 548 46.3258
227 11 93.1409
359 890 52.2184
380 446 62.5598
369 886 38.2014
42 111 54.7502
463 1 84.3108
211 342 43.7033
667 769 30.7571
89 682 68.6048
8 936 19.7457
538 795 28.8135
42 351 57.2007
783 912 79.3352
761 47 74.7449
180 253 93.8301
936 9 29.5793
462 123 67.4792
305 407 85.6956
57 771 1.1974
747 649 41.0479
91 614 95.4765
355 484 4.1429
548 551 66.6504
926 631 28.2829
344 289 1.7387
282 217 15.1671
119 140 68.4280
328 265 76.8707
673 532 10.8318
355 486 94.4533
9 114 86.0599
32 398 69.7458
674 152 18.7555
434 815 11.8740
532 212 73.7297
988 445 32.4418
776 592 10.3725
289 371 41.2082
835 580 15.1109
106 433 70.4022
580 110 77.7292
89 247 51.1644
538 711 79.7875
880 98 72.6183
191 945 29.7784
769 354 7.2579
110 979 62.0592
359 685 60.0519
140 765 86.1428
532 843 2.2644
776 865 40.2430
439 135 69.3367
855 611 59.1147
592 534 37.6783
486 409 21.0981
936 828 29.5062
855 693 36.6529
954 984 17.6627
211 125 14.3778
835 444 21.4441
808 665 4.6441
988 615 6.9809
783 61 75.7235
886 358 36.6653
446 533 59.1280
125 813 67.8200
151 97 79.2268
745 800 75.9983
341 784 86.3099
843 285 96.2929
444 899 66.2556
358 618 93.5278
935 990 65.5027
755 922 16.7684
538 420 49.3809
693 870 40.2479
551 155 84.8355
97 141 18.2711
551 75 54.6395
282 684 1.5231
387 894 85.3845
445 388 47.9810
439 210 45.4726
649 600 6.5973
247 648 12.7016
789 430 51.7561
611 184 25.0796
344 677 62.6809
72 330 4.1836
926 156 16.7038
739 572 47.6236
648 4 23.5052
615 189 31.8633
225 470 14.4495
341 726 85.0236
828 622 55.6036
351 949 58.3855
988 360 5.8554
42 324 32.8121
808 504 36.3753
756 839 19.4887
745 670 33.1577
280 590 82.4916
936 276 47.9302
988 488 30.4572
253 856 11.5671
926 190 53.5259
280 840 35.0979
430 702 25.7431
769 203 48.6685
726 485 40.9714
91 277 18.6254
85 426 54.7500
441 40 40.7019
11 251 21.1568
540 335 50.5840
410 113 31.3647
78 981 18.4198
674 357 12.2831
420 105 44.6788
211 491 84.9147
922 633 85.1060
335 222 58.3716
75 549 25.4314
685 728 48.3958
886 864 62.6088
185 955 91.1519
673 781 79.5323
590 373 58.5624
99 473 20.3875
351 738 91.8321
739 596 13.9909
839 171 41.9446
955 799 55.0736
945 93 65.4205
184 515 64.1709
855 646 24.1959
67 854 61.8384
247 479 40.5455
745 851 2.1160
808 121 96.8962
430 48 14.6343
865 911 39.1645
685 569 13.0414
462 925 1.0790
634 937 97.8995
78 178 60.2002
592 782 1.4283
886 804 87.9906
945 661 59.2185
984 531 85.3100
105 973 56.3394
156 743 5.6090
633 327 16.8215
804 288 93.6870
463 207 58.8327
184 419 4.7891
840 680 72.0946
534 805 56.9828
288 124 38.8086
462 440 68.6468
305 933 30.8909
8 129 2.9842
110 230 25.9217
854 259 79.4844
184 946 97.5292
804 402 38.8359
47 271 32.2093
210 627 23.6285
532 806 13.2484
949 268 46.1266
864 643 17.8349
129 751 78.8002
747 122 65.2771
491 774 19.0389
11 754 22.7002
109 518 54.4361
433 254 60.7147
371 506 79.2193
396 436 31.2300
754 449 21.6175
592 458 79.9782
912 364 59.1215
789 891 39.0856
890 810 31.2128
712 759 96.8164
78 632 29.5436
548 525 50.2349
388 17 90.9734
533 740 4.3354
1 790 87.2320
670 898 10.0935
412 367 96.3399
98 448 61.9138
85 591 50.7561
596 303 14.1504
981 487 29.7948
808 453 43.8294
110 989 10.0844
121 350 4.0063
751 578 35.1858
359 205 93.3480
449 331 58.1074
407 461 96.1445
870 55 6.6427
865 451 23.0729
