1000 20526
88 328 1.9985
88 429 97.3722
429 855 59.3063
855 565 20.3533
565 155 46.3172
328 533 63.4834
328 205 27.8859
533 324 11.7432
88 632 4.6671
328 652 93.2076
565 909 45.7260
324 676 94.3405
328 524 3.3491
632 767 83.4358
328 433 45.6908
676 115 64.8229
115 535 65.6713
524 665 81.8600
205 579 51.7287
205 213 92.1424
535 812 67.1042
652 651 73.7058
579 28 68.9176
651 592 24.8895
535 383 30.5248
855 771 27.1234
909 942 91.8305
535 395 18.3091
524 635 84.2042
855 162 4.0753
324 366 68.2555
383 241 98.1251
213 963 22.1314
579 872 69.6564
328 229 23.8243
88 636 12.9029
162 499 14.6815
429 999 98.8939
433 225 3.9830
162 837 19.8646
855 733 71.7823
205 982 39.9296
636 410 52.2030
579 987 61.3625
524 846 34.5937
535 684 69.5222
565 937 3.5811
565 24 15.4689
395 919 18.0094
225 250 41.2602
250 327 36.7538
684 875 64.2610
684 487 68.5026
155 541 56.6944
366 284 6.4300
429 271 78.2269
225 576 78.1245
324 870 33.2078
963 78 16.6262
366 832 47.1930
541 100 8.0413
733 461 2.0206
225 996 46.1000
676 403 89.7436
937 62 55.3204
812 200 64.1231
676 423 36.6972
429 893 2.5637
767 734 75.7289
846 566 18.9478
366 425 28.9157
734 126 16.4679
996 816 47.6963
996 108 52.1488
155 778 48.4264
812 17 6.3307
870 914 55.9196
126 537 44.7505
100 322 38.1459
937 823 21.2914
937 803 6.4142
914 788 20.4788
872 957 88.2269
126 325 13.2032
24 584 97.5063
870 862 5.5234
423 933 59.1433
410 526 40.3717
937 899 40.9933
855 715 66.6580
284 319 36.1969
425 770 6.9049
319 598 12.9979
250 478 24.7189
823 610 1.0713
410 772 46.2680
610 907 23.4201
324 964 94.7004
665 135 8.4046
200 753 1.1019
88 581 15.3822
855 661 12.0190
652 725 21.9686
823 624 34.1370
319 894 91.0210
772 787 69.7925
652 90 58.2971
225 840 54.2369
487 502 24.3379
812 952 20.0819
987 932 18.7149
225 448 31.2999
319 55 70.2138
126 867 97.4624
803 147 12.5489
395 117 68.7392
200 441 53.6529
147 751 96.9357
319 591 21.1181
441 938 76.0521
624 169 97.3210
770 806 67.4100
875 310 94.6083
907 427 31.4550
115 916 52.3163
526 884 35.1877
788 953 84.5896
753 587 2.0323
771 622 99.2273
541 680 90.6502
117 313 66.4579
812 408 89.7885
325 563 71.7354
942 777 96.9044
587 818 28.1446
88 908 95.5998
767 164 84.0979
383 723 69.2919
777 436 35.2895
803 431 16.9620
162 794 27.1548
635 482 59.8843
313 137 71.2224
996 613 12.6847
908 876 71.2273
427 890 16.9784
584 443 45.0484
837 4 14.5652
325 128 21.6683
622 370 53.2076
872 158 68.8833
584 491 36.7357
937 65 19.4833
777 31 41.8062
395 434 66.9909
875 522 50.5667
566 687 9.9596
770 568 1.8795
408 23 75.1998
872 136 3.6055
598 291 14.7445
938 238 74.6957
733 176 68.7485
996 895 56.4394
448 477 60.6683
23 230 41.5091
241 500 34.3833
313 758 64.5257
425 672 16.9982
613 440 85.0480
787 138 50.0856
461 451 42.5970
229 474 70.6183
875 337 20.6015
636 331 5.7281
117 851 82.8070
963 602 63.2426
982 988 66.9074
937 793 92.9923
433 294 84.6924
734 548 39.5406
548 978 64.3521
487 263 82.9348
117 348 52.1171
337 979 2.1128
672 820 75.2789
500 509 10.1983
499 950 34.8964
832 815 82.9525
4 70 2.9660
169 607 48.3917
491 405 72.5957
499 270 47.6268
661 246 63.7324
246 334 71.2596
963 668 97.4837
213 466 62.3924
334 79 26.0205
284 459 86.1017
