500 10063
46 446 10.1410
46 122 69.0243
122 482 82.8698
46 410 65.5774
482 271 49.6547
46 451 30.0747
271 119 35.5057
446 11 40.1459
410 377 65.1956
271 221 58.7350
446 323 75.0197
410 162 96.5877
451 151 18.2581
451 421 64.9218
451 459 94.8652
46 411 13.1459
323 390 45.7316
482 374 35.4450
411 34 8.8514
323 117 51.8004
390 203 48.2153
390 372 81.0652
377 259 71.3678
390 429 37.1144
410 432 53.7563
429 25 97.7471
259 454 60.5022
117 343 92.7737
421 84 45.5787
377 348 38.1684
11 177 75.9442
432 148 71.5210
122 481 48.1995
117 351 35.9723
446 170 52.0414
454 90 50.1189
390 234 99.1818
451 225 56.2785
421 295 2.8964
351 360 54.7254
84 200 47.0154
177 317 65.0262
411 494 58.5759
84 319 92.5133
454 235 81.8878
410 382 3.5214
481 333 94.2914
411 282 38.2066
351 379 71.2605
348 440 15.9313
46 283 97.2490
119 138 30.4885
482 321 47.9302
259 166 4.6946
432 464 83.5407
203 216 83.2551
34 40 32.4435
122 239 44.0030
46 120 45.5638
411 498 58.8602
46 57 62.3949
432 101 10.9447
411 434 2.1085
203 407 12.9343
25 106 26.9523
282 37 9.5085
348 192 41.1373
446 350 88.1882
90 77 75.3583
151 256 2.7676
351 286 93.0450
57 475 87.1544
407 395 97.3493
382 306 14.4877
106 369 93.6697
498 67 14.8031
379 253 75.3736
323 33 41.0463
333 483 64.9829
40 448 93.4989
119 176 29.5566
382 160 44.9998
411 22 82.5918
177 257 65.0330
282 399 8.1067
360 41 54.2314
200 58 81.2296
148 417 70.3687
350 358 16.5512
119 415 38.7588
160 280 63.2757
348 13 81.2190
253 278 36.7083
259 130 18.4245
46 330 59.1901
234 99 64.9678
200 53 28.2053
271 245 10.4970
321 328 13.5382
166 93 53.1214
170 207 32.6747
271 496 72.2629
245 185 66.3385
90 311 77.1923
286 495 91.4443
57 296 66.4584
390 167 77.6121
317 81 93.3646
348 249 97.5638
245 42 31.1806
429 16 76.9152
166 230 51.5768
162 241 21.1527
330 65 89.9680
306 436 64.6827
185 44 41.9856
407 339 45.9054
495 422 46.3420
138 375 88.6532
319 466 86.3922
280 19 94.9593
339 244 48.0584
185 281 15.7135
151 173 23.5085
25 378 50.3312
40 98 30.7612
25 364 59.8397
360 108 63.9587
177 7 66.5572
33 414 3.9824
466 209 85.5151
67 381 60.7732
257 134 52.4676
13 485 90.4874
98 246 82.6287
77 370 59.4781
34 487 13.4534
395 121 55.7922
436 79 35.1679
167 365 44.0299
421 418 13.0928
482 304 69.5661
40 396 76.3720
369 327 94.7799
436 56 27.9867
41 384 27.4024
360 182 45.9286
286 465 67.7542
239 393 3.9010
160 69 1.0904
410 453 30.5475
311 38 39.0904
369 10 61.1092
37 204 89.3758
381 202 5.9787
494 431 84.9852
235 240 89.7654
148 491 14.9101
351 292 72.5332
162 344 45.2604
446 129 69.3791
358 416 58.2573
239 345 77.3965
364 397 10.4503
271 183 79.7591
328 184 41.7671
221 469 92.2565
184 270 77.8091
333 6 10.9679
374 307 79.8896
487 61 60.4911
306 74 32.2072
416 70 89.9951
306 94 3.8582
57 212 77.7471
498 285 96.3480
411 439 77.3421
390 251 4.3046
13 15 25.6909
162 477 77.7762
241 340 1.0295
477 43 11.0173
42 236 9.2938
469 210 17.1233
350 433 59.0686
37 76 14.6452
129 455 56.0225
487 255 30.8391
42 142 74.3113
432 62 92.1335
182 163 56.1920
22 268 70.2958
345 89 58.3957
94 199 34.3660
416 463 14.3323
106 174 77.3759
69 312 60.2379
84 227 1.7151
429 269 29.1284
280 266 55.1261
453 470 34.1791
239 386 85.4132
390 341 94.6378
375 457 94.6875
440 388 54.1694
212 272 20.8128
249 452 66.7786
296 329 1.2560
33 430 15.5676
375 473 96.9702
43 486 90.8006
192 243 97.8806
312 275 75.4042
411 264 67.9619
430 492 73.4551
271 276 88.1339
266 220 65.6005
407 297 87.4282
395 488 53.1188
365 409 38.3306
397 109 84.0435
492 258 67.3078
466 48 84.3738
117 326 47.9848
328 355 69.6837
453 194 22.8069
19 104 37.3597
323 5 93.7655
174 479 67.1493
192 324 90.5989
94 349 45.7622
270 461 7.9225
61 215 75.2432
167 35 46.3946
44 123 25.5708
272 159 2.6934
390 262 93.6792
227 18 26.4643
61 175 70.3789
382 403 51.4310
25 132 94.6492
281 346 68.9467
491 489 10.9382
227 441 53.7076
416 320 50.3287
61 136 2.5025
6 497 48.0794
297 302 9.4935
421 208 17.5478
436 337 10.3429
434 385 68.5944
225 301 58.8468
159 447 66.8078
215 21 90.9389
230 133 85.3555
166 88 64.6036
422 187 40.9157
280 51 84.5923
240 284 85.1059
200 242 49.2628
203 353 98.8389
16 363 99.9757
324 380 47.1550
245 247 24.2778
133 426 97.9110
301 39 47.4467
81 17 26.7180
477 146 64.0398
51 169 45.0830
162 100 40.4678
452 47 82.9730
337 392 61.9538
485 435 38.8660
109 32 74.0631
108 9 36.2374
242 338 58.4115
170 1 21.4971
302 219 85.9989
264 186 59.5832
447 92 80.2176
473 298 44.6959
337 111 43.3059
431 352 59.4274
132 31 36.1807
207 66 71.3211
370 288 22.2254
345 105 1.9556
381 124 25.9955
388 291 98.1188
37 443 98.2008
475 460 43.6794
494 165 37.4015
429 308 88.0087
439 362 30.7344
443 45 90.3022
374 12 20.1740
210 72 17.9674
486 478 45.3931
66 103 56.3883
106 156 99.5018
67 95 42.3410
338 191 59.0631
285 467 85.0456
397 157 2.2035
119 126 90.9415
74 248 73.4472
74 8 51.7089
242 277 11.1314
44 83 57.5224
393 474 61.3040
470 472 22.6230
434 250 93.5162
1 29 95.3936
133 195 94.1456
126 85 97.8764
123 82 82.4036
329 322 44.0597
322 318 94.4817
288 260 92.7384
101 427 13.7086
44 36 87.8794
495 335 47.3988
494 116 97.0172
443 218 78.0866
51 152 18.4673
101 423 25.1280
426 471 58.7836
397 405 82.7437
372 127 84.0112
25 484 16.7038
81 229 45.6489
31 366 6.4620
157 198 2.0485
19 279 88.3897
127 217 70.2648
36 197 24.1601
9 419 11.3620
67 223 95.9394
338 55 42.7748
244 413 31.1974
318 493 76.6258
489 442 99.8736
405 131 63.4936
301 331 64.9484
279 456 19.9016
251 140 38.4436
451 387 61.1148
236 180 85.5730
284 97 55.1971
210 96 56.0226
120 139 76.5884
474 86 68.9506
25 201 90.8954
204 164 55.2681
37 263 52.7748
448 401 70.8609
441 294 19.5929
491 60 14.0408
47 178 46.8073
395 63 88.9035
121 158 10.8726
443 20 65.4526
79 356 87.6493
177 334 97.8941
46 54 96.0937
133 141 20.3610
157 168 44.6227
8 476 59.0282
343 49 36.6130
386 267 94.4978
330 150 55.8687
350 336 77.5917
280 193 18.8702
334 458 36.0719
221 305 43.9302
217 444 15.5898
184 254 15.5237
173 391 5.0049
98 214 92.7173
426 300 76.4551
84 361 93.5877
279 406 30.6748
121 26 80.0999
296 107 8.6689
327 213 49.0599
74 52 99.8063
170 190 25.7133
17 4 4.8034
146 332 20.5583
221 238 87.2127
409 398 7.8006
493 499 41.4417
391 113 96.8751
184 287 65.3238
100 145 19.7507
292 424 83.2295
56 252 82.1290
277 196 58.0733
89 408 15.5775
461 368 21.5638
183 313 88.3739
435 412 49.6222
32 211 97.4865
6 310 18.1398
174 68 63.5273
54 237 28.4723
240 367 36.4039
339 112 97.7939
413 75 71.2776
236 110 79.1629
219 23 2.5597
4 78 38.5410
123 114 47.9816
109 289 79.5171
479 222 25.6195
361 420 50.0978
32 143 1.5165
279 135 3.9345
89 274 45.2897
136 3 90.9090
60 480 35.0626
262 462 88.7765
18 118 53.8498
246 389 68.5940
417 205 49.7007
374 179 23.1312
119 91 27.1449
45 144 56.9326
329 437 97.4462
29 155 69.0618
3 14 2.2681
377 115 97.1051
380 64 70.7379
418 290 8.6892
364 147 86.3503
239 359 96.7266
268 233 31.0399
331 153 41.9906
215 71 15.5246
381 206 45.6518
85 231 24.8152
324 316 56.0284
246 450 21.8490
406 400 68.5031
134 87 94.7663
486 27 33.1127
5 188 12.6609
191 149 9.4492
415 309 19.2991
465 224 43.4813
251 228 52.9818
64 449 44.1201
344 347 70.8089
311 371 41.0708
475 181 35.2354
220 226 59.1929
193 383 66.4759
122 50 2.5299
427 273 96.7624
29 154 2.0086
474 137 47.0121
6 438 45.1215
211 314 73.8945
68 189 23.6690
119 28 55.0271
43 445 79.2314
388 342 99.6741
499 24 43.7553
193 171 87.8012
472 161 71.4587
239 428 99.0034
58 128 72.3719
218 394 61.2965
100 402 61.8654
485 325 20.5959
400 73 7.6736
214 102 92.3767
433 80 77.4862
179 261 95.2756
456 299 10.7096
118 404 52.1196
66 172 41.0864
169 2 70.7879
255 303 92.2429
219 376 37.7426
470 265 38.9997
476 59 71.2976
200 232 16.1020
484 490 72.2837
495 293 72.4565
269 373 29.8857
256 354 43.8382
12 425 19.4504
460 315 77.1965
167 125 35.2019
172 30 93.0869
73 357 60.0218
188 468 51.9975
234 0 65.8149
94 335 18.0871
9 238 13.6816
287 269 89.0028
48 155 9.6758
438 269 5.0100
16 432 35.2693
55 104 96.9535
96 50 90.4105
245 390 66.1702
477 345 48.0031
421 297 36.1224
147 376 84.6185
148 88 1.5226
287 442 8.6733
43 329 15.8955
199 496 59.6744
296 206 65.8502
237 179 26.6633
111 13 94.9798
40 209 55.6758
189 305 82.0208
50 10 43.1735
199 265 30.7349
487 253 6.9039
4 191 57.2213
193 39 13.6000
478 154 1.9362
486 35 70.3766
100 120 99.6122
44 442 65.1555
186 438 74.1945
361 178 7.3601
194 305 89.2571
127 277 35.0656
340 475 55.5967
205 310 51.8489
87 253 61.4499
435 380 52.6854
408 40 36.8784
382 263 13.0475
12 242 4.3095
360 50 45.4921
108 463 37.9763
283 95 83.9118
221 338 72.3856
37 412 1.5711
126 42 80.3662
418 94 64.1222
320 245 12.3525
160 279 39.2167
78 301 77.6735
65 82 64.1200
144 71 47.2522
401 15 36.8312
238 141 25.2675
17 70 28.0877
144 96 23.4615
285 112 90.5465
56 398 78.1497
293 458 23.1363
71 453 91.8328
215 183 26.2054
292 141 25.9759
231 206 88.4921
494 242 47.2640
12 133 77.2113
25 21 71.6058
498 264 30.5442
11 352 42.7940
68 175 30.1317
139 268 94.7265
325 158 49.1434
321 267 74.9200
5 342 39.4810
137 29 97.2359
50 130 21.2445
66 7 70.4539
53 329 33.3267
214 452 15.7355
26 422 48.9790
194 387 33.9436
131 441 59.3431
344 192 37.8563
473 362 58.0458
453 293 38.4413
229 45 15.9194
348 106 19.1778
345 28 93.9225
90 437 10.9726
