10000 209555
9784 1539 50.9234
1539 6001 15.8896
6001 5141 60.4980
6001 4741 5.0682
6001 2252 79.4434
6001 2032 33.7481
9784 9442 73.4307
9442 3310 45.1054
9784 1157 25.1177
5141 7591 64.6693
3310 6902 58.0370
5141 7044 4.9282
1539 8043 90.7382
7591 6016 20.0927
6016 2075 11.4202
9784 8425 73.1370
3310 4952 29.4633
6016 3984 71.6666
3984 4383 74.8517
2075 7382 20.4470
6001 6516 83.8110
6016 657 24.8898
7044 7376 30.8604
7591 1099 44.0532
657 3235 77.9159
3984 6231 64.8679
4383 358 94.4205
1157 1884 37.8567
1539 3843 54.4278
1099 126 92.9749
358 3412 36.2004
7382 3789 10.5056
1157 958 97.8243
6902 3272 12.1962
3235 6323 20.3478
6231 3382 5.8245
9442 4071 80.0394
358 3737 62.2649
3382 9195 46.1591
3310 6847 69.0247
7591 7716 11.9175
3984 8923 18.0210
6847 1313 65.5318
1884 5204 73.0389
6231 9121 8.1487
6231 9180 3.2372
6516 3600 98.1742
3310 2990 2.7005
9442 2867 99.3872
7382 7120 69.8666
6847 3640 20.2780
7120 3252 32.0752
958 8291 57.3219
8425 3508 5.8120
657 9550 81.3972
1539 3837 33.2567
8291 3707 58.9035
7376 1642 47.8844
1884 554 72.1444
2867 1052 5.6735
3707 6132 20.9445
7591 4266 68.8725
3412 2729 48.7658
1313 633 56.2416
1157 6375 77.2791
3789 3239 89.8199
4952 3839 84.4577
3984 5445 51.3108
4952 7180 46.2197
4071 4923 99.9774
2990 4606 47.3387
7382 282 52.7919
1642 4450 9.1621
4450 9747 54.0584
4383 7019 41.6336
7180 1907 19.3539
1642 8588 77.5447
7019 8690 16.9496
3737 6472 15.5536
4606 6550 32.4663
7591 7285 6.3275
9784 158 43.2590
8291 3505 47.9744
2252 5122 63.2866
9195 6761 17.6322
3412 4963 1.1069
7044 6045 45.3126
8588 3997 97.5443
6231 5717 25.2281
8291 6730 11.6875
4266 9896 12.9004
5717 5926 78.7378
3412 2602 13.4962
7044 5597 16.8606
1313 664 32.1337
7591 9554 67.2791
5445 7089 60.9543
3789 6682 92.9730
1642 7105 16.1566
6847 1160 94.3063
9550 8934 26.7285
5141 805 4.7047
9896 6071 44.4565
5926 3747 66.5035
664 9458 97.3213
6847 3784 6.7669
4071 9856 77.0065
8043 2659 23.2058
657 2696 14.1829
8690 8689 50.2474
4450 7163 88.6806
6516 7725 37.9186
6231 8877 21.8698
6071 4488 4.3149
5926 8245 48.7194
3252 7986 93.7445
6902 9297 58.4404
8934 3548 11.4633
2032 3479 76.0077
6045 4576 57.5694
5122 1594 1.9600
6071 140 46.3189
6682 9411 36.7819
4488 5798 48.3974
3508 6595 91.7376
6016 5427 98.0786
4741 324 58.6483
4963 6879 5.0800
8923 5797 36.1125
3843 2963 69.5881
3843 3994 62.0398
3479 4019 20.5126
6595 9890 12.0544
554 1489 26.8579
2990 5860 24.1170
3548 6559 63.6240
3272 6625 34.5943
3272 6093 64.2200
9856 3457 50.9747
7725 9709 26.6895
3843 5203 94.7046
7591 5617 72.2551
9180 1300 93.2973
9709 6955 54.1281
1099 5485 12.5637
5204 8494 12.4491
9890 4141 17.5359
1052 1213 69.3132
1300 6841 84.7309
324 5915 76.3627
1160 835 7.8534
6472 4342 45.8644
3784 2639 5.9744
1539 5605 3.8059
554 3253 79.4105
9458 9840 96.4474
8494 6786 81.8467
9442 6615 69.0092
8043 4359 21.8276
6841 746 8.4302
5926 5783 45.8326
2867 3850 3.9859
1313 1343 92.6300
2032 2759 80.1457
9121 6567 54.7387
7019 2846 22.7255
3984 8300 84.1175
664 5384 10.0677
1343 1808 92.4143
2963 9923 19.2102
7725 2914 97.2734
8690 1250 94.7219
2696 2699 5.4723
3600 4219 1.0997
1808 9113 93.9699
4450 7069 29.8877
4342 3017 11.3228
3412 6171 15.1767
7089 6304 93.3122
