1000 15556
0 86 44.4391
0 136 88.7757
0 154 32.5308
0 405 110.9142
0 430 92.6145
0 448 105.0775
1 13 72.2601
1 24 99.5362
1 41 22.9757
1 83 99.5888
1 106 86.8930
1 132 83.6471
1 150 59.2247
1 181 84.9252
1 214 108.8088
1 230 86.0901
1 251 68.9402
1 279 105.5268
1 282 77.5801
1 313 105.0079
1 342 76.2650
1 357 51.6204
1 396 4.2905
2 3 76.7129
2 29 66.9077
2 34 89.7290
2 53 105.0546
2 65 54.7419
2 69 103.7380
2 72 98.8659
2 79 49.3379
2 124 17.8429
2 130 23.0871
2 141 108.7099
2 147 114.6687
2 164 58.4154
2 184 104.3912
2 186 48.7588
2 208 113.2326
2 215 39.5897
2 236 98.2678
2 247 72.3148
2 262 100.8524
2 265 91.0678
2 267 39.2890
2 373 106.8811
2 374 76.3918
2 375 45.4694
2 385 80.4614
2 428 95.2943
2 433 60.8872
2 441 64.7282
2 459 106.2775
2 482 49.4990
3 29 45.9949
3 65 80.6255
3 69 111.5604
3 72 30.5369
3 79 100.9033
3 103 73.1834
3 104 94.5603
3 124 58.9533
3 130 91.9644
3 141 115.4739
3 147 55.1450
3 184 46.6765
3 200 41.6402
3 215 40.6563
3 247 39.1961
3 249 47.8968
3 267 115.2707
3 372 68.9761
3 375 54.1013
3 428 54.0040
3 458 49.8036
3 459 58.7212
3 472 85.6407
4 54 59.7760
4 96 90.4533
4 139 70.4933
4 159 26.2576
4 201 90.4528
4 202 66.4864
4 276 100.6514
4 364 34.8129
4 380 110.3468
4 400 13.5348
4 423 105.0331
4 456 107.8483
4 499 102.6237
5 12 84.0641
5 21 110.4134
5 43 82.7447
5 84 114.3422
5 98 56.2311
5 151 100.1020
5 152 115.9031
5 161 52.0934
5 225 88.2068
5 235 66.9973
5 252 38.8642
5 255 103.7640
5 308 82.9752
5 315 40.1929
5 320 66.9936
5 369 39.9977
5 379 56.6882
5 394 46.6574
5 398 94.7545
5 420 72.9857
5 451 109.2301
5 463 111.5055
5 468 49.5929
5 479 58.7397
5 487 63.5543
5 492 105.7172
5 500 97.1322
6 24 102.8096
6 59 70.1727
6 106 79.9419
6 132 82.9301
6 138 40.4987
6 165 62.5664
6 173 100.4886
6 197 63.1397
6 219 91.6306
6 220 85.9631
6 277 112.9894
6 290 88.0373
6 300 101.2953
6 306 33.2138
6 332 107.0606
6 399 87.7464
6 460 100.5696
6 484 93.4694
6 486 49.7402
6 493 102.9878
7 11 71.4990
7 66 106.6328
7 76 35.9974
7 111 107.4393
7 114 102.4949
7 128 54.4766
7 206 58.3361
7 209 92.2829
7 263 39.9102
7 273 93.0570
7 302 30.3940
7 340 71.5289
7 348 82.9891
7 363 49.7785
7 389 116.9568
7 392 108.4646
7 462 44.5329
7 478 67.4486
7 480 53.9257
8 12 106.3745
8 21 22.5809
8 35 85.8342
8 153 101.3304
8 160 44.0285
8 161 101.3033
8 168 35.7144
8 177 28.8924
8 191 87.0065
8 207 84.4781
8 252 101.8627
8 255 38.6765
8 283 90.3860
8 314 98.9991
8 369 106.8551
8 379 95.8036
8 386 112.9041
8 394 96.9961
8 420 115.8124
8 432 60.1954
8 443 94.7434
8 452 105.2030
8 465 90.8187
8 468 88.3935
8 479 79.4957
8 487 69.3887
8 500 35.9750
9 22 89.7613
9 28 95.6953
9 33 98.4520
9 40 24.2306
9 126 101.4603
9 165 102.4065
9 174 102.4834
9 219 105.6022
9 220 85.3403
9 237 62.2061
9 261 62.0169
9 290 116.1100
9 292 36.3764
9 298 103.6522
9 306 116.5105
9 332 111.1800
9 361 106.2411
9 401 51.4341
9 424 71.3184
9 449 111.3172
9 450 80.8812
9 453 104.5302
9 460 105.1730
10 25 55.3046
10 38 106.4655
10 42 27.7791
10 46 93.4409
10 56 111.9332
10 74 22.5298
10 75 93.0320
10 94 51.8197
10 147 115.3327
10 158 96.6488
10 199 50.1685
10 205 61.9291
10 241 115.1984
10 284 105.7432
10 311 49.2313
10 327 85.5838
10 353 21.3071
10 371 60.7148
10 372 100.2047
10 402 36.8794
10 445 47.7983
10 459 111.1357
10 464 58.3627
10 472 109.8019
11 66 63.7730
11 76 89.3963
11 121 99.3979
11 128 56.4539
11 171 105.3940
11 210 101.0747
11 263 78.1707
11 273 77.7985
11 302 61.4388
11 319 112.0394
11 334 114.9227
