100 199
98 46 3812.5246
98 67 5111.6012
67 5 4311.8429
5 2 7211.0702
2 62 7704.7987
5 55 466.6556
62 9 3653.9989
62 95 3623.8585
2 44 6219.4002
95 41 4830.6600
67 31 9013.2627
67 64 1109.2244
2 58 603.4476
5 43 3930.2674
58 79 756.5895
31 20 8306.3898
31 66 6051.9075
5 15 122.1438
95 73 4418.4554
58 17 6600.7963
15 18 2569.1828
18 56 1405.8596
5 1 8401.1689
98 52 5898.1636
17 3 1560.1120
58 96 636.0772
31 32 8531.4715
79 7 6932.5993
95 51 6642.2656
46 59 6828.6133
3 75 4282.0937
79 45 7783.8781
7 89 6750.0804
73 81 8419.5536
5 49 7586.3687
75 80 5849.7851
95 78 5054.4006
78 14 8204.6302
73 26 1105.8294
43 83 3754.9738
95 65 6209.4775
80 35 181.7254
78 10 7897.8217
79 90 7010.9575
75 47 2869.4257
73 60 2788.2854
7 27 2900.6830
89 92 7565.9256
27 23 3362.4240
43 70 4913.0204
10 97 5272.1770
2 12 8931.8423
60 29 1632.2071
17 22 7418.1083
62 21 7994.9903
95 8 8089.7967
73 85 2114.5919
41 24 7440.9960
49 42 6863.2124
65 74 1597.9218
3 57 2846.8173
1 68 3785.4679
57 88 2158.1282
83 82 9127.3837
59 94 2163.8474
52 61 6546.9967
35 13 6681.9409
45 4 8340.5109
10 93 6340.4064
29 25 3982.8184
9 19 3618.1271
94 33 3525.8211
27 77 1674.1869
59 37 5719.4444
57 36 8871.7428
80 86 4872.4676
59 87 8547.5568
24 91 6085.1188
14 54 1776.3693
60 38 2408.4019
83 34 1537.6404
57 50 6813.6907
22 39 8753.4649
58 28 9006.2429
27 11 3300.3881
7 30 3832.4246
10 63 2661.9312
27 76 3919.2242
57 72 8165.6277
92 16 8696.8609
34 84 7939.1112
16 40 6458.0012
15 6 6666.4260
78 48 8922.7404
64 71 2972.8893
89 53 4158.1594
71 69 5316.7094
24 99 397.4370
2 0 6142.2258
70 98 5078.2091
93 97 4285.1563
27 37 3006.5850
0 84 2961.1490
20 55 4687.7587
19 24 2176.8900
62 63 6704.1752
48 60 2607.4970
14 9 5525.3367
1 24 6047.9610
19 63 9764.4377
68 43 1725.7222
48 14 6354.5860
10 55 3105.2719
51 84 7173.6403
4 88 5561.4485
83 45 7238.0468
37 25 2196.5496
65 63 940.6026
2 28 2151.9827
54 41 3420.2958
2 9 4033.9647
40 50 2175.1592
20 40 6926.0752
11 28 4752.6554
31 61 1990.4985
63 6 9780.6697
94 20 2766.8375
71 31 9056.2141
17 84 5905.9596
86 69 6827.0363
26 45 3400.4014
49 4 8375.2760
91 32 6489.0910
56 82 1280.7933
92 32 8498.7225
15 57 5185.7367
82 22 7113.1807
26 28 3002.9841
33 30 3532.0317
80 25 3764.6257
7 24 1696.5903
82 61 9970.1363
43 84 4947.5094
96 45 9862.0360
70 4 6067.2545
39 91 4606.2350
45 80 7858.2247
26 48 5680.2118
50 23 807.2824
76 67 739.4943
86 83 3711.9909
48 25 1539.5573
22 63 6071.0772
46 97 3465.7421
96 71 646.9416
19 5 815.9359
16 50 9606.2213
11 10 3788.4554
4 17 5605.4203
65 84 4494.7665
48 67 7013.2433
61 21 3023.9690
35 46 2110.7161
64 9 4677.4702
15 66 1492.0722
33 2 8907.2528
42 80 177.2811
6 81 9396.8025
29 50 6170.9094
19 68 8023.3197
79 13 9902.9878
89 96 5791.2332
66 35 4889.2875
29 63 1986.2540
93 27 4086.9791
82 4 2729.6944
50 64 6306.1944
48 6 1724.1292
25 24 5680.6042
91 31 3656.6582
35 99 1860.0348
60 0 2002.1696
61 46 4365.0823
15 51 4905.9535
32 63 5414.0664
30 94 4688.0065
98 56 5718.4276
78 42 2736.9300
44 9 5284.0891
39 16 3347.0945
31 10 7966.0392
8 3 7443.3438
88 26 9722.8220
11 71 344.9669
70 91 90.8323
26 1 7056.0604
99 97 646.2468
51 52 5341.6486
26 90 8800.7486
