5000 99815
0 169 51.8348
0 525 7.5251
0 628 52.9608
0 661 45.1457
0 904 48.4918
0 1095 35.6663
0 1102 31.1675
0 1235 45.0030
0 1618 53.5663
0 1642 39.6232
0 1866 46.4376
0 2118 40.8821
0 2442 38.6212
0 2472 22.9241
0 2496 20.3408
1 148 49.2742
1 151 43.3867
1 162 40.2251
1 236 33.9888
1 327 20.3365
1 328 53.6669
1 336 54.9579
1 343 57.8478
1 450 55.0161
1 790 16.2635
1 884 18.5876
1 902 53.7268
1 961 53.1104
1 967 51.4914
1 1169 46.4419
1 1229 32.3524
1 1263 54.6691
1 1485 43.3432
1 1551 57.0759
1 1742 20.8472
1 1780 53.9757
1 1813 12.9795
1 1871 49.4034
1 1945 24.2754
1 2035 47.4055
1 2279 57.5854
2 103 35.7076
2 117 33.2572
2 345 35.1142
2 425 56.3303
2 456 34.3530
2 467 44.8405
2 554 29.3085
2 556 56.9368
2 685 17.7384
2 794 41.0344
2 866 17.8397
2 923 50.3696
2 1005 29.9488
2 1109 42.4706
2 1209 9.0948
2 1400 43.3209
2 1473 32.8109
2 1475 51.0574
2 2032 51.7210
2 2045 49.7811
2 2199 20.1086
3 37 42.4822
3 305 49.4872
3 324 47.3895
3 486 56.3779
3 600 53.2765
3 636 48.1610
3 808 17.9625
3 828 46.9386
3 886 47.6061
3 1216 31.8767
3 1624 33.9643
3 1660 24.9174
3 1680 25.5733
3 1690 30.9015
3 1757 27.2610
3 1784 53.8929
3 1905 53.8577
3 1946 48.3107
3 1967 20.0761
3 1972 27.8090
3 1992 33.6465
3 2005 26.6718
3 2087 35.1452
3 2091 37.7920
3 2240 54.9457
3 2288 56.9666
3 2380 35.2485
4 46 24.5674
4 246 37.2700
4 296 51.3137
4 409 52.3675
4 418 15.4245
4 495 35.7467
4 719 33.9202
4 1004 16.8355
4 1040 29.5875
4 1112 48.2937
4 1161 52.6616
4 1310 25.1469
4 1343 51.3860
4 1353 57.3766
4 1355 47.9209
4 1381 31.9756
4 1451 34.5225
4 1582 34.2567
4 1616 48.7791
4 1910 3.7784
4 2270 46.9904
4 2318 44.8730
4 2485 40.4417
5 55 33.4666
5 81 17.2070
5 249 46.4713
5 298 40.9679
5 357 57.4239
5 494 9.1285
5 531 28.6387
5 608 45.8119
5 714 11.6992
5 721 8.8581
5 741 52.5730
5 761 56.1769
5 861 27.0927
5 1017 55.2129
5 1047 56.2654
5 1076 28.5895
5 1396 38.2138
5 1439 9.5103
5 1678 25.6626
5 1744 46.2214
5 1832 17.7599
5 1911 28.5599
5 1986 39.1154
5 2027 39.4165
5 2092 42.8756
5 2163 25.5743
5 2330 15.8340
5 2417 44.4389
5 2486 39.6997
6 43 28.8612
6 173 57.7285
6 277 54.8616
6 308 34.5011
6 416 41.2160
6 468 56.5926
6 545 52.3997
6 576 17.0519
6 642 43.6118
6 837 32.2039
6 964 50.7815
6 1049 56.5508
6 1090 25.3314
6 1286 41.9134
6 1303 33.7376
6 1328 25.5289
6 1703 43.1153
6 1736 25.5021
6 1886 39.0674
6 2022 40.3578
6 2202 35.9985
6 2276 25.6981
6 2306 49.1475
6 2315 38.6149
6 2462 21.9461
7 9 22.3512
7 38 42.7561
7 54 52.8106
7 121 37.3422
7 189 26.0421
7 350 51.5033
7 372 36.6637
7 508 42.2187
7 720 44.1484
7 774 41.9995
7 834 54.4228
7 952 27.2687
7 1241 56.7185
7 1305 43.6598
7 1429 44.7836
7 1486 26.9234
7 1489 31.2580
7 1879 23.1533
7 2127 11.8711
7 2140 49.2378
7 2407 57.4050
8 28 31.2429
8 283 52.7681
8 329 34.1057
8 428 28.0050
8 569 35.7983
8 579 12.2136
8 686 24.9741
8 877 28.6734
8 895 53.5398
8 962 25.7593
8 1434 51.7034
8 1738 43.2855
8 1806 35.5646
8 2060 8.0225
8 2068 22.3237
8 2103 20.5286
8 2139 3.3719
8 2385 40.8941
9 121 53.1435
9 189 22.3935
9 350 54.8604
9 508 51.6650
9 720 52.3378
9 774 57.1486
9 952 23.3871
9 1429 26.4662
9 1486 10.9175
9 1489 44.0720
9 1879 32.2700
9 2127 22.2857
9 2140 41.6138
10 29 39.0674
10 107 48.3989
10 112 47.8952
10 119 56.2571
10 120 8.6917
10 152 56.9822
10 228 42.3254
10 280 49.3095
10 503 35.8908
10 598 50.6360
10 799 37.4053
10 864 35.8190
10 907 35.8912
10 935 54.7998
10 982 27.2767
10 1219 49.8037
10 1225 35.7827
10 1231 37.6950
10 1261 28.6559
10 1462 32.4315
10 1472 46.4942
10 1546 7.3725
10 1557 46.6241
10 1714 52.8718
10 1892 57.4151
10 2160 57.5525
10 2161 37.2616
10 2165 22.6768
10 2308 49.2271
11 198 15.6770
11 231 47.7066
11 252 50.7745
11 263 35.4811
11 273 45.9316
11 371 41.2794
11 496 55.3719
11 672 46.1204
11 678 46.7298
11 807 45.8513
11 829 56.3658
11 847 55.4484
11 914 58.0608
11 992 50.8809
11 1071 26.2151
11 1145 31.1649
11 1176 44.3539
11 1179 39.3370
11 1459 36.1649
11 1577 50.5419
11 1579 39.2830
11 1683 53.6412
11 1697 42.5783
11 1727 30.1121
11 1859 42.7210
11 1995 55.9183
11 2155 31.2335
11 2166 45.6617
11 2269 26.8811
11 2292 37.6528
11 2312 11.9268
11 2414 56.3005
11 2495 42.3199
11 2509 16.1026
12 26 34.5502
12 448 22.6792
12 567 37.8702
12 664 8.3437
12 718 48.2065
12 737 23.2995
12 772 57.5583
12 857 39.4960
12 919 41.8378
12 940 24.7607
12 1002 34.7850
12 1131 37.7209
12 1134 44.7614
12 1212 16.6550
12 1291 51.7763
12 1320 19.9854
12 1371 47.8204
12 1385 35.9466
12 1402 55.3316
12 1440 32.6391
12 1693 37.6450
12 1969 7.6678
12 2114 48.3570
12 2128 42.8611
12 2158 35.0943
12 2471 51.9712
12 2506 19.3631
13 110 9.1709
13 185 48.7252
13 276 35.4632
13 285 29.9102
13 471 56.7250
13 565 41.7538
13 796 38.5460
13 921 48.3738
13 1036 26.1382
13 1259 46.8626
13 1330 54.8830
13 1446 56.9752
13 1497 37.6859
13 1591 45.5754
13 1694 41.8233
13 1759 42.4800
13 1763 34.4580
13 1847 20.6675
13 1933 28.9179
13 2013 10.4564
13 2040 40.9703
13 2075 55.8382
13 2078 46.0598
13 2228 11.1423
13 2400 16.9930
14 96 48.0524
14 153 30.5580
14 207 20.0439
14 292 23.0805
14 310 40.8754
14 700 52.4788
14 710 41.9343
14 739 50.8967
14 1028 45.4854
14 1096 48.8918
14 1149 41.2171
14 1316 52.3861
14 1336 15.7553
14 1441 38.3737
14 1515 13.3440
14 1595 49.7140
14 1822 24.5671
14 1903 36.1339
14 1954 57.0967
14 1999 31.6373
14 2033 35.8360
14 2053 58.0875
14 2102 26.2162
14 2295 26.2396
14 2383 47.9902
14 2433 53.0444
14 2440 33.0255
14 2463 35.6783
15 89 48.6929
15 211 51.3801
15 378 45.1033
15 438 11.5711
15 575 53.7952
15 591 24.3546
15 892 29.0161
15 973 24.1978
15 1150 12.2134
15 1205 54.5591
15 1300 49.9552
15 1321 31.2271
15 1334 37.4577
15 1358 47.3310
15 1370 44.7626
15 1423 50.0004
15 1452 57.0699
15 1455 15.1014
15 1519 43.5042
15 1639 25.3408
15 2113 17.6317
15 2263 46.9928
15 2320 18.9457
16 175 29.1823
16 250 51.4869
16 602 46.5746
